क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,इडागम,धातु
१.५७६,भ्वादि,ग्लेवृँ॒,सेव॑ने,['ऋ'],आत्मनेपदी,सेट्,ग्लेव्
१.५७७,भ्वादि,पेवृँ॒,सेव॑ने,['ऋ'],आत्मनेपदी,सेट्,पेव्
१.५७८,भ्वादि,मेवृँ॒,सेव॑ने,['ऋ'],आत्मनेपदी,सेट्,मेव्
१.५७९,भ्वादि,म्लेवृँ॒,सेव॑ने,['ऋ'],आत्मनेपदी,सेट्,म्लेव्
१.५८०,भ्वादि,शेवृँ॒,सेव॑ने,['ऋ'],आत्मनेपदी,सेट्,शेव्
१.५८१,भ्वादि,खेवृँ॒,सेव॑ने,['ऋ'],आत्मनेपदी,सेट्,खेव्
१.५८२,भ्वादि,प्लेवृँ॒,सेव॑ने,['ऋ'],आत्मनेपदी,सेट्,प्लेव्
१.५८३,भ्वादि,केवृँ॒,सेव॑ने,['ऋ'],आत्मनेपदी,सेट्,केव्
१.५८४,भ्वादि,रेवृँ॒,प्लव॒गतौ॑,['ऋ'],आत्मनेपदी,सेट्,रेव्
१.५८५,भ्वादि,मव्यँ,बन्ध॑ने,['अ'],परस्मैपदी,सेट्,मव्य्
१.५८६,भ्वादि,षूर्क्ष्यँ,ई॒र्ष्यार्थाः॑,['अ'],परस्मैपदी,सेट्,सूर्क्ष्य्
१.५८७,भ्वादि,ईर्क्ष्यँ,ई॒र्ष्यार्थाः॑,['अ'],परस्मैपदी,सेट्,ईर्क्ष्य्
१.५८८,भ्वादि,ईर्ष्यँ,ई॒र्ष्यार्थाः॑,['अ'],परस्मैपदी,सेट्,ईर्ष्य्
१.५८९,भ्वादि,हयँ,गतौ॑,['अ'],परस्मैपदी,सेट्,हय्
१.५९०,भ्वादि,शुच्यँ,अभिष॒वे,['अ'],परस्मैपदी,सेट्,शुच्य्
१.५९१,भ्वादि,चुच्यँ,अभिष॒वे,['अ'],परस्मैपदी,सेट्,चुच्य्
१.५९२,भ्वादि,हर्यँ,गतिका॒न्त्योः,['अ'],परस्मैपदी,सेट्,हर्य्
१.५९३,भ्वादि,अलँ,भूषणपर्याप्तिवा॒रणेषु॑,['अ'],परस्मैपदी,सेट्,अल्
१.५९४,भ्वादि,ञिफलाँ,वि॒शर॑णे,"['ञि', 'आ']",परस्मैपदी,सेट्,फल्
१.५९५,भ्वादि,मीलँ,नि॒मेष॑णे,['अ'],परस्मैपदी,सेट्,मील्
१.५९६,भ्वादि,श्मीलँ,नि॒मेष॑णे,['अ'],परस्मैपदी,सेट्,श्मील्
१.५९७,भ्वादि,स्मीलँ,नि॒मेष॑णे,['अ'],परस्मैपदी,सेट्,स्मील्
१.५९८,भ्वादि,क्ष्मीलँ,नि॒मेष॑णे,['अ'],परस्मैपदी,सेट्,क्ष्मील्
१.५९९,भ्वादि,पीलँ,प्रतिष्ट॒म्भे,['अ'],परस्मैपदी,सेट्,पील्
१.६००,भ्वादि,णीलँ,वर्णे॑,['अ'],परस्मैपदी,सेट्,णील्
१.६०१,भ्वादि,शीलँ,समा॒धौ,['अ'],परस्मैपदी,सेट्,शील्
१.६०२,भ्वादि,कीलँ,बन्ध॑ने,['अ'],परस्मैपदी,सेट्,कील्
१.६०३,भ्वादि,कूलँ,आ॒वर॑णे,['अ'],परस्मैपदी,सेट्,कूल्
१.६०४,भ्वादि,शूलँ,रु॒जायां॑ सङ्घा॒ते च॑,['अ'],परस्मैपदी,सेट्,शूल्
१.६०५,भ्वादि,तूलँ,निष्क॒र्षे,['अ'],परस्मैपदी,सेट्,तूल्
१.६०६,भ्वादि,पूलँ,सङ्घा॒ते,['अ'],परस्मैपदी,सेट्,पूल्
१.६०७,भ्वादि,मूलँ,प्रति॒ष्ठाया॑म्,['अ'],परस्मैपदी,सेट्,मूल्
१.६०८,भ्वादि,फलँ,निष्प॑त्तौ,['अ'],परस्मैपदी,सेट्,फल्
१.६०९,भ्वादि,चुल्लँ,भावकर॒णे,['अ'],परस्मैपदी,सेट्,चुल्ल्
१.६१०,भ्वादि,फुल्लँ,वि॒कस॑ने,['अ'],परस्मैपदी,सेट्,फुल्ल्
१.६११,भ्वादि,चिल्लँ,शैथि॑ल्ये भावकर॒णे च॑,['अ'],परस्मैपदी,सेट्,चिल्ल्
१.६१२,भ्वादि,तिलँ,गतौ॑,['अ'],परस्मैपदी,सेट्,तिल्
१.६१३,भ्वादि,तिल्लँ,इत्येके॑,['अ'],परस्मैपदी,सेट्,तिल्ल्
१.६१४,भ्वादि,वेलृँ,चल॑ने,['ऋ'],परस्मैपदी,सेट्,वेल्
१.६१५,भ्वादि,चेलृँ,चल॑ने,['ऋ'],परस्मैपदी,सेट्,चेल्
१.६१६,भ्वादि,केलृँ,चल॑ने,['ऋ'],परस्मैपदी,सेट्,केल्
१.६१७,भ्वादि,खेलृँ,चल॑ने,['ऋ'],परस्मैपदी,सेट्,खेल्
१.६१८,भ्वादि,क्ष्वेलृँ,चल॑ने,['ऋ'],परस्मैपदी,सेट्,क्ष्वेल्
१.६१९,भ्वादि,वेल्लँ,चल॑ने,['अ'],परस्मैपदी,सेट्,वेल्ल्
१.६२०,भ्वादि,वेह्लँ,चल॑ने,['अ'],परस्मैपदी,सेट्,वेह्ल्
१.६२१,भ्वादि,पेलृँ,गतौ॑,['ऋ'],परस्मैपदी,सेट्,पेल्
१.६२२,भ्वादि,फेलृँ,गतौ॑,['ऋ'],परस्मैपदी,सेट्,फेल्
१.६२३,भ्वादि,शेलृँ,गतौ॑,['ऋ'],परस्मैपदी,सेट्,शेल्
१.६२४,भ्वादि,षेलृँ,इत्येके॑,['ऋ'],परस्मैपदी,सेट्,सेल्
१.६२५,भ्वादि,स्खलँ,स॒ञ्चल॑ने,['अ'],परस्मैपदी,सेट्,स्खल्
१.६२६,भ्वादि,खलँ,स॒ञ्चल॑ने सञ्च॒ये च,['अ'],परस्मैपदी,सेट्,खल्
१.६२७,भ्वादि,गलँ,अद॑ने भक्ष॑णे स्रा॒वे च॑,['अ'],परस्मैपदी,सेट्,गल्
१.६२८,भ्वादि,षलँ,गतौ॑,['अ'],परस्मैपदी,सेट्,सल्
१.६२९,भ्वादि,दलँ,वि॒शर॑णे,['अ'],परस्मैपदी,सेट्,दल्
१.६३०,भ्वादि,श्वलँ,आशुगम॒ने,['अ'],परस्मैपदी,सेट्,श्वल्
१.६३१,भ्वादि,श्वल्लँ,आशुगम॒ने,['अ'],परस्मैपदी,सेट्,श्वल्ल्
१.६३२,भ्वादि,खोलृँ,गतिप्रतिघा॒ते,['ऋ'],परस्मैपदी,सेट्,खोल्
१.६३३,भ्वादि,खोरृँ,गतिप्रतिघा॒ते,['ऋ'],परस्मैपदी,सेट्,खोर्
१.६३४,भ्वादि,धोरृँ,गतिचातु॒र्ये,['ऋ'],परस्मैपदी,सेट्,धोर्
१.६३५,भ्वादि,त्सरँ,छद्मग॒तौ,['अ'],परस्मैपदी,सेट्,त्सर्
१.६३६,भ्वादि,क्मरँ,हूर्छ॑ने,['अ'],परस्मैपदी,सेट्,क्मर्
१.६३७,भ्वादि,अभ्रँ,गतौ॑,['अ'],परस्मैपदी,सेट्,अभ्र्
१.६३८,भ्वादि,वभ्रँ,गतौ॑,['अ'],परस्मैपदी,सेट्,वभ्र्
१.६३९,भ्वादि,मभ्रँ,गतौ॑,['अ'],परस्मैपदी,सेट्,मभ्र्
१.६४०,भ्वादि,चरँ,गतौ॑ भक्ष॑णे च,['अ'],परस्मैपदी,सेट्,चर्
१.६४१,भ्वादि,ष्ठिवुँ,नि॒रस॑ने,['उ'],परस्मैपदी,सेट्,स्थिव्
१.६४२,भ्वादि,जिँ॒,ज॒ये,['इ'],आत्मनेपदी,सेट्,ञ्ज्
१.६४३,भ्वादि,जीवँ,प्राणधार॒णे,['अ'],परस्मैपदी,सेट्,जीव्
१.६४४,भ्वादि,पीवँ,स्थौल्ये॑,['अ'],परस्मैपदी,सेट्,पीव्
१.६४५,भ्वादि,मीवँ,स्थौल्ये॑,['अ'],परस्मैपदी,सेट्,मीव्
१.६४६,भ्वादि,तीवँ,स्थौल्ये॑,['अ'],परस्मैपदी,सेट्,तीव्
१.६४७,भ्वादि,णीवँ,स्थौल्ये॑,['अ'],परस्मैपदी,सेट्,णीव्
१.६४८,भ्वादि,क्षिवुँ,नि॒रस॑ने,['उ'],परस्मैपदी,सेट्,क्षिव्
१.६४९,भ्वादि,क्षेवुँ,नि॒रस॑ने,['उ'],परस्मैपदी,सेट्,क्षेव्
१.६५०,भ्वादि,उर्वीँ,हिं॒सार्थाः॑,['ई'],परस्मैपदी,सेट्,उर्व्
१.६५१,भ्वादि,तुर्वी,हिं॒सार्थाः॑,[],परस्मैपदी,सेट्,तुर्वी
१.६५२,भ्वादि,थुर्वी,हिं॒सार्थाः॑,[],परस्मैपदी,सेट्,थुर्वी
