क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,धातु,इडागम
१.६८२,भ्वादि,कृविँ,हिंसाकर॒णयो॑श्च,['इ'],परस्मैपदी,कृन्व्,सेट्
१.६८३,भ्वादि,मवँ,बन्ध॑ने,['अ'],परस्मैपदी,मव्,सेट्
१.६८४,भ्वादि,अवँ,रक्षणगतिकान्तिप्रीतितृप्त्यवगमप्रवेशश्रवणस्वाम्यर्थयाचनक्रियेच्छादीप्त्यवाप्त्यालिङ्गनहिंसादानभागवृ॒द्धिषु॑,['अ'],परस्मैपदी,अव्,सेट्
१.६८५,भ्वादि,धावुँ॑,गतिशु॒द्ध्योः,['उ'],उभयपदी,धाव्,सेट्
१.६८६,भ्वादि,धुक्षँ॒,सन्दीपनक्लेशनजीव॒नेषु॑,['अ'],आत्मनेपदी,धुक्ष्,सेट्
१.६८७,भ्वादि,धिक्षँ॒,सन्दीपनक्लेशनजीव॒नेषु॑,['अ'],आत्मनेपदी,धिक्ष्,सेट्
१.६८८,भ्वादि,वृक्षँ॒,वर॑णे,['अ'],आत्मनेपदी,वृक्ष्,सेट्
१.६८९,भ्वादि,शिक्षँ॒,विद्योपादा॒ने,['अ'],आत्मनेपदी,शिक्ष्,सेट्
१.६९०,भ्वादि,भिक्षँ॒,भि॒क्षाया॒मला॑भे ला॒भे च॑,['अ'],आत्मनेपदी,भिक्ष्,सेट्
१.६९१,भ्वादि,क्लेशँ॒,अव्य॑क्तायां वा॒चि,['अ'],आत्मनेपदी,क्लेश्,सेट्
१.६९२,भ्वादि,दक्षँ॒,वृद्धौ॑ शी॒घ्रार्थे॑ च,['अ'],आत्मनेपदी,दक्ष्,सेट्
१.६९३,भ्वादि,दीक्षँ॒,मौण्ड्येज्योपनयननियमव्रतादे॒शेषु॑,['अ'],आत्मनेपदी,दीक्ष्,सेट्
१.६९४,भ्वादि,ईक्षँ॒,दर्श॑ने,['अ'],आत्मनेपदी,ईक्ष्,सेट्
१.६९५,भ्वादि,ईषँ॒,गतिहिंसादर्श॒नेषु॑,['अ'],आत्मनेपदी,ईष्,सेट्
१.६९६,भ्वादि,भाषँ॒,व्य॑क्तायां वा॒चि,['अ'],आत्मनेपदी,भाष्,सेट्
१.६९७,भ्वादि,वर्षँ॒,स्नेह॑ने,['अ'],आत्मनेपदी,वर्ष्,सेट्
१.६९८,भ्वादि,गेषृँ॒,अन्वि॒च्छाया॑म्,['ऋ'],आत्मनेपदी,गेष्,सेट्
१.६९९,भ्वादि,ग्लेषृँ,इत्येके॑,['ऋ'],परस्मैपदी,ग्लेष्,सेट्
१.७००,भ्वादि,पेषृँ॒,प्रय॒त्ने ।,['ऋ'],आत्मनेपदी,पेष्,सेट्
१.७०१,भ्वादि,एषृँ॒,इत्येके॑,['ऋ'],आत्मनेपदी,एष्,सेट्
१.७०२,भ्वादि,येषृँ॒,इत्य॒न्ये,['ऋ'],आत्मनेपदी,येष्,सेट्
१.७०३,भ्वादि,जेषृँ॒,गतौ॑,['ऋ'],आत्मनेपदी,जेष्,सेट्
१.७०४,भ्वादि,णेषृँ॒,गतौ॑,['ऋ'],आत्मनेपदी,नेष्,सेट्
१.७०५,भ्वादि,एषृँ॒,गतौ॑,['ऋ'],आत्मनेपदी,एष्,सेट्
१.७०६,भ्वादि,प्रेषृँ॒,गतौ॑,['ऋ'],आत्मनेपदी,प्रेष्,सेट्
१.७०७,भ्वादि,रेषृँ॒,अव्य॑क्ते॒ शब्दे॑,['ऋ'],आत्मनेपदी,रेष्,सेट्
१.७०८,भ्वादि,हेषृँ॒,अव्य॑क्ते॒ शब्दे॑,['ऋ'],आत्मनेपदी,हेष्,सेट्
१.७०९,भ्वादि,ह्रेषृँ॒,अव्य॑क्ते॒ शब्दे॑,['ऋ'],आत्मनेपदी,ह्रेष्,सेट्
१.७१०,भ्वादि,कासृँ॒,शब्दकु॒त्साया॑म्,['ऋ'],आत्मनेपदी,कास्,सेट्
१.७११,भ्वादि,भासृँ॒,दीप्तौ॑,['ऋ'],आत्मनेपदी,भास्,सेट्
१.७१२,भ्वादि,णासृँ॒,शब्दे॑,['ऋ'],आत्मनेपदी,नास्,सेट्
१.७१३,भ्वादि,रासृँ॒,शब्दे॑,['ऋ'],आत्मनेपदी,रास्,सेट्
१.७१४,भ्वादि,णसँ॒,कौटि॑ल्ये,['अ'],आत्मनेपदी,नस्,सेट्
१.७१५,भ्वादि,भ्यसँ॒,भ॒ये,['अ'],आत्मनेपदी,भ्यस्,सेट्
१.७१६,भ्वादि,आङः॒,शसिँ॒ इ॒च्छाया॑म्,[],परस्मैपदी,आङः॒,सेट्
१.७१७,भ्वादि,ग्रसुँ॒,अद॑ने,['उ'],आत्मनेपदी,ग्रस्,सेट्
१.७१८,भ्वादि,ग्लसुँ॒,अद॑ने,['उ'],आत्मनेपदी,ग्लस्,सेट्
१.७१९,भ्वादि,ईहँ॒,चे॒ष्टाया॑म्,['अ'],आत्मनेपदी,ईह्,सेट्
१.७२०,भ्वादि,बहिँ॒,वृद्धौ॑,['इ'],आत्मनेपदी,बंह्,सेट्
१.७२१,भ्वादि,महिँ॒,वृद्धौ॑,['इ'],आत्मनेपदी,मंह्,सेट्
१.७२२,भ्वादि,अहिँ॒,गतौ॑,['इ'],आत्मनेपदी,अंह्,सेट्
१.७२३,भ्वादि,गर्हँ॒,कु॒त्साया॑म्,['अ'],आत्मनेपदी,गर्ह्,सेट्
१.७२४,भ्वादि,गल्हँ॒,कु॒त्साया॑म्,['अ'],आत्मनेपदी,गल्ह्,सेट्
१.७२५,भ्वादि,बर्हँ॒,प्राधा॑न्ये,['अ'],आत्मनेपदी,बर्ह्,सेट्
१.७२६,भ्वादि,बल्हँ॒,प्राधा॑न्ये,['अ'],आत्मनेपदी,बल्ह्,सेट्
१.७२७,भ्वादि,वर्हँ॒,परिभाषणहिंसाच्छाद॒नेषु॑,['अ'],आत्मनेपदी,वर्ह्,सेट्
१.७२८,भ्वादि,वल्हँ॒,परिभाषणहिंसाच्छाद॒नेषु॑,['अ'],आत्मनेपदी,वल्ह्,सेट्
१.७२९,भ्वादि,प्लिहँ॒,गतौ॑,['अ'],आत्मनेपदी,प्लिह्,सेट्
१.७३०,भ्वादि,वेहृँ॒,प्रय॒त्ने,['ऋ'],आत्मनेपदी,वेह्,सेट्
१.७३१,भ्वादि,जेहृँ॒,प्रय॒त्ने गतौ च,['ऋ'],आत्मनेपदी,जेह्,सेट्
१.७३२,भ्वादि,बाहृँ॒,प्रय॒त्ने,['ऋ'],आत्मनेपदी,बाह्,सेट्
१.७३३,भ्वादि,द्राहृँ॒,निद्राक्ष॒ये निक्षे॒प च,['ऋ'],आत्मनेपदी,द्राह्,सेट्
१.७३४,भ्वादि,काश‍ृँ॒,दीप्तौ॑,['ऋ'],आत्मनेपदी,काश्‍,सेट्
१.७३५,भ्वादि,ऊहँ॒,वित॒र्के,['अ'],आत्मनेपदी,ऊह्,सेट्
१.७३६,भ्वादि,गाहूँ॒,वि॒लोड॑ने,['ऊ'],आत्मनेपदी,गाह्,वेट्
१.७३७,भ्वादि,गृहूँ॒,ग्रह॑णे,['ऊ'],आत्मनेपदी,गृह्,वेट्
१.७३८,भ्वादि,ग्लहँ॒,ग्रह॑णे अपादा॒ने च,['अ'],आत्मनेपदी,ग्लह्,सेट्
१.७३९,भ्वादि,घुषिँ॒,कान्तिकर॒णे,['इ'],आत्मनेपदी,घुंष्,सेट्
१.७४०,भ्वादि,घषँ॒,कान्तिकर॒णे,['अ'],आत्मनेपदी,घष्,सेट्
१.७४१,भ्वादि,घुषिँर्,अवि॑शब्दने शब्दे॑ च,"['इ', 'इर्']",परस्मैपदी,घुंष्,सेट्
१.७४२,भ्वादि,अक्षूँ,व्याप्तौ॑,['ऊ'],परस्मैपदी,अक्ष्,वेट्
१.७४३,भ्वादि,तक्षूँ,तनू॒कर॑णे,['ऊ'],परस्मैपदी,तक्ष्,वेट्
१.७४४,भ्वादि,त्वक्षूँ,तनू॒कर॑णे,['ऊ'],परस्मैपदी,त्वक्ष्,वेट्
१.७४५,भ्वादि,उक्षँ,सेच॑ने,['अ'],परस्मैपदी,उक्ष्,सेट्
१.७४६,भ्वादि,रक्षँ,पाल॑ने,['अ'],परस्मैपदी,रक्ष्,सेट्
१.७४७,भ्वादि,णिक्षँ,चुम्ब॑ने,['अ'],परस्मैपदी,निक्ष्,सेट्
१.७४८,भ्वादि,त्रक्षँ,गतौ॑,['अ'],परस्मैपदी,त्रक्ष्,सेट्
१.७४९,भ्वादि,ष्ट्रक्षँ,गतौ॑,['अ'],परस्मैपदी,स्त्रक्ष्,सेट्
१.७५०,भ्वादि,तृक्षँ,गतौ॑,['अ'],परस्मैपदी,तृक्ष्,सेट्
